trial_id,subject_id,session,trial_in_session,coherence,response,correct,rt_s
88,S01,1,89,0.05,1,1.0,1.4314122864301517
89,S01,1,90,-0.5,0,1.0,0.9233824450560679
90,S01,1,91,0.15,1,1.0,0.8330719578608105
91,S01,1,92,-0.05,1,0.0,0.803607576060719
92,S01,1,93,0.5,0,0.0,0.8534740372464361
93,S01,1,94,-0.05,0,1.0,1.2271308947649768
94,S01,1,95,0.5,1,1.0,1.1814211086268642
95,S01,1,96,0.0,1,,1.1348224123996598
96,S01,1,97,-0.05,0,1.0,0.8990976212158871
97,S01,1,98,0.05,1,1.0,1.164261536181406
98,S01,1,99,-0.3,0,1.0,0.9896983606906145
99,S01,1,100,0.05,0,0.0,0.9000678008385211
100,S01,1,101,0.0,1,,1.1105804440183225
101,S01,1,102,0.15,0,0.0,1.0399290334849103
102,S01,1,103,0.0,1,,0.8832849673880735
103,S01,1,104,-0.15,1,0.0,0.7330196311063301
104,S01,1,105,-0.05,1,0.0,1.0549706819031928
105,S01,1,106,0.05,0,0.0,0.6644222899740414
106,S01,1,107,0.0,0,,0.6401854637593959
107,S01,1,108,-0.05,0,1.0,0.9630655141974676
108,S01,1,109,0.3,1,1.0,0.9427445233348253
109,S01,1,110,0.15,1,1.0,0.9228932048152629
110,S01,1,111,-0.3,1,0.0,0.892682874940768
111,S01,1,112,0.05,1,1.0,0.49524474330744334
112,S01,1,113,0.5,0,0.0,0.8554481000187086
113,S01,1,114,0.0,0,,1.3605720248118556
114,S01,1,115,0.5,1,1.0,0.9189347979169136
115,S01,1,116,-0.05,1,0.0,1.1083332863135629
116,S01,1,117,0.05,1,1.0,0.9419617177749678
117,S01,1,118,-0.5,0,1.0,0.7820101827293453
118,S01,1,119,0.15,1,1.0,0.8132046572366651
119,S01,1,120,0.15,1,1.0,0.9435422286697037
120,S01,1,121,-0.3,1,0.0,0.5910803780932761
121,S01,1,122,-0.05,0,1.0,1.336175011503937
122,S01,1,123,0.0,1,,0.7149157892485904
123,S01,1,124,-0.15,1,0.0,1.073541948123688
124,S01,1,125,0.05,1,1.0,1.2803231092108844
125,S01,1,126,-0.5,0,1.0,0.9177098504234312
126,S01,1,127,-0.15,0,1.0,1.6262527280769847
127,S01,1,128,0.15,0,0.0,0.4836224776387743
128,S01,1,129,-0.5,0,1.0,0.6377942978452621
129,S01,1,130,0.5,1,1.0,1.046122600466698
130,S01,1,131,-0.15,1,0.0,0.5969477683146488
131,S01,1,132,-0.05,0,1.0,0.7065547032163021
132,S01,1,133,0.3,1,1.0,0.9206820100182623
133,S01,1,134,-0.15,1,0.0,0.5706159501963635
134,S01,1,135,-0.05,1,0.0,0.896033492874652
135,S01,1,136,0.3,1,1.0,0.9041272653472804
136,S01,1,137,0.15,1,1.0,0.8809478589367868
137,S01,1,138,0.5,1,1.0,0.7730554964501015
138,S01,1,139,0.05,1,1.0,0.7244771883486926
139,S01,1,140,0.3,1,1.0,0.8400315256915474
140,S01,1,141,-0.5,0,1.0,0.649319003417384
141,S01,1,142,-0.15,1,0.0,0.7867070773290811
142,S01,1,143,0.3,1,1.0,1.002856238738241
143,S01,1,144,-0.05,1,0.0,0.6138475067425927
144,S01,1,145,-0.15,0,1.0,0.44092655767642325
145,S01,1,146,0.3,1,1.0,0.9806186093767415
146,S01,1,147,-0.3,1,0.0,0.8402700578411294
147,S01,1,148,0.3,0,0.0,1.1529673837288574
148,S01,1,149,-0.5,0,1.0,0.584480961529837
149,S01,1,150,-0.05,0,1.0,0.8585931150630484
150,S01,1,151,0.05,0,0.0,0.9055606486591063
151,S01,1,152,0.15,0,0.0,0.7175615591218523
152,S01,1,153,-0.3,1,0.0,0.6199659986256262
153,S01,1,154,-0.5,0,1.0,0.9079374243212163
154,S01,1,155,-0.15,1,0.0,0.5755234732746707
155,S01,1,156,0.5,1,1.0,0.541757969999717
156,S01,1,157,-0.3,0,1.0,0.7663491325052054
157,S01,1,158,-0.3,1,0.0,1.0309801929033855
158,S01,1,159,-0.15,0,1.0,0.7298206160520773
159,S01,1,160,-0.3,1,0.0,0.6619187386919336
160,S01,1,161,-0.05,1,0.0,0.8369550566969647
161,S01,1,162,-0.15,0,1.0,0.9378865176341438
162,S01,1,163,-0.5,1,0.0,0.6586495039951183
163,S01,1,164,0.05,0,0.0,1.1898482600922102
164,S01,1,165,0.15,0,0.0,1.1579155450485294
165,S01,1,166,0.5,1,1.0,0.698861894155605
166,S01,1,167,-0.15,0,1.0,1.4634828039146026
167,S01,1,168,0.05,1,1.0,0.8998116886916739
168,S01,1,169,-0.3,0,1.0,1.0745845048635003
169,S01,1,170,-0.5,0,1.0,0.795866421190705
170,S01,1,171,0.5,1,1.0,0.7916077104862459
171,S01,1,172,-0.05,0,1.0,0.5654828063044423
172,S01,1,173,-0.15,0,1.0,0.6198163891318269
173,S01,1,174,0.05,1,1.0,0.8129463722221619
174,S01,1,175,0.3,1,1.0,1.0835741542999298
175,S01,1,176,-0.5,0,1.0,0.7991351029649573
176,S01,1,177,0.3,0,0.0,0.7341550455323396
177,S01,1,178,-0.3,0,1.0,0.9454963497236395
178,S01,1,179,0.0,1,,1.2122982200265489
179,S01,1,180,0.15,1,1.0,0.8490055952720221
180,S01,2,1,0.05,1,1.0,0.6806177547215632
181,S01,2,2,0.15,1,1.0,0.6417866376622163
182,S01,2,3,-0.05,1,0.0,0.9309714287942968
183,S01,2,4,0.3,0,0.0,0.8078367730767426
184,S01,2,5,0.15,1,1.0,0.8894738087370933
185,S01,2,6,0.5,1,1.0,0.6863369252218213
186,S01,2,7,-0.05,1,0.0,0.9065824120021113
187,S01,2,8,0.05,0,0.0,0.5586784225929586
188,S01,2,9,0.5,1,1.0,0.6875618620228648
189,S01,2,10,0.0,0,,1.2274312489688228
190,S01,2,11,0.5,1,1.0,0.6483829469137132
191,S01,2,12,0.0,0,,0.6873490967636313
192,S01,2,13,0.5,1,1.0,0.5534241376143675
193,S01,2,14,0.3,0,0.0,1.0436006142370071
194,S01,2,15,-0.3,0,1.0,0.3626048631192331
195,S01,2,16,0.05,1,1.0,1.6335707855673778
196,S01,2,17,-0.05,0,1.0,0.46516728132483487
197,S01,2,18,-0.05,0,1.0,0.7384617534300726
198,S01,2,19,0.5,1,1.0,0.4704749370308352
199,S01,2,20,-0.3,0,1.0,0.8253060339340106
200,S01,2,21,-0.5,0,1.0,0.7815400728778091
201,S01,2,22,-0.3,1,0.0,0.7477293610874267
202,S01,2,23,-0.3,0,1.0,0.6848030664255054
203,S01,2,24,-0.15,0,1.0,0.4712517107635284
204,S01,2,25,0.5,1,1.0,0.5760309746578832
205,S01,2,26,0.0,0,,0.778664603702728
206,S01,2,27,-0.15,0,1.0,0.561680410294545
207,S01,2,28,0.05,1,1.0,0.8749299367924863
208,S01,2,29,0.15,1,1.0,0.8040418585231077
209,S01,2,30,-0.15,0,1.0,0.6987679699118154
210,S01,2,31,-0.5,1,0.0,0.6394278225028721
211,S01,2,32,0.5,1,1.0,0.5838451991378026
212,S01,2,33,-0.15,1,0.0,0.47456462182459647
213,S01,2,34,-0.05,0,1.0,0.9157015117179425
214,S01,2,35,0.3,1,1.0,0.3474996948874856
215,S01,2,36,-0.3,0,1.0,0.7690498056392208
216,S01,2,37,-0.15,0,1.0,0.5291478907747582
217,S01,2,38,-0.15,0,1.0,0.8437013598011821
218,S01,2,39,-0.15,1,0.0,0.8521898170639318
219,S01,2,40,0.05,0,0.0,0.8918238331499283
220,S01,2,41,0.0,1,,1.0276665381936398
221,S01,2,42,-0.5,0,1.0,0.9123049808013582
222,S01,2,43,0.0,1,,0.7237417855391212
223,S01,2,44,0.15,1,1.0,0.9547073946491016
224,S01,2,45,0.3,1,1.0,0.6266679810731199
225,S01,2,46,-0.3,1,0.0,0.7780834848107782
226,S01,2,47,-0.5,0,1.0,0.8388789049286847
227,S01,2,48,0.5,0,0.0,0.5097976730072025
228,S01,2,49,-0.05,0,1.0,0.417803845642078
229,S01,2,50,-0.15,0,1.0,0.592136217845883
230,S01,2,51,-0.5,0,1.0,0.8775393434823267
231,S01,2,52,0.15,1,1.0,0.5732675733347519
232,S01,2,53,0.5,1,1.0,0.8620040375202472
233,S01,2,54,0.05,0,0.0,0.6200194010433486
234,S01,2,55,-0.15,0,1.0,0.7190639567723254
235,S01,2,56,0.05,1,1.0,0.7970286578935852
236,S01,2,57,-0.3,0,1.0,0.533292647526064
237,S01,2,58,-0.05,0,1.0,0.7542459685385692
238,S01,2,59,-0.15,0,1.0,0.49383753825137305
239,S01,2,60,0.15,1,1.0,0.6934740024130915
240,S01,2,61,0.15,0,0.0,0.744751284421655
241,S01,2,62,0.3,1,1.0,0.3762619611495423
242,S01,2,63,-0.15,0,1.0,0.5908559302431354
243,S01,2,64,-0.05,0,1.0,0.8659577261229002
244,S01,2,65,0.5,0,0.0,0.4669612525268368
245,S01,2,66,-0.15,0,1.0,0.8672855349070449
246,S01,2,67,-0.05,0,1.0,0.9329565283326821
247,S01,2,68,-0.3,0,1.0,0.7702941432318356
248,S01,2,69,0.0,0,,1.0165030568873255
249,S01,2,70,0.15,1,1.0,0.48610092168729707
250,S01,2,71,0.05,0,0.0,1.0591271964969937
251,S01,2,72,-0.05,0,1.0,0.6012057918145939
252,S01,2,73,0.3,0,0.0,0.7326161922725655
253,S01,2,74,-0.3,1,0.0,1.1787604143335357
254,S01,2,75,0.0,0,,0.736764348143883
255,S01,2,76,0.3,0,0.0,0.7148684675913834
256,S01,2,77,-0.5,1,0.0,0.483606871135609
257,S01,2,78,0.15,1,1.0,1.2612109011969972
258,S01,2,79,0.0,0,,0.6317606853409685
259,S01,2,80,0.3,1,1.0,0.8523417806198188
260,S01,2,81,-0.5,0,1.0,0.9117789810094806
261,S01,2,82,-0.05,0,1.0,0.9842852302788675
262,S01,2,83,-0.5,0,1.0,0.7069167690057272
263,S01,2,84,0.05,1,1.0,0.8190340341496363
264,S01,2,85,0.3,1,1.0,0.49796845644834503
265,S01,2,86,0.5,1,1.0,1.0427430166414278
266,S01,2,87,0.3,1,1.0,0.7653643227978847
267,S01,2,88,-0.3,0,1.0,0.7149889537408056
268,S01,2,89,0.0,0,,0.6019514460524509
269,S01,2,90,0.15,1,1.0,0.7781260106845372
270,S01,2,91,0.05,0,0.0,0.7886925273713477
271,S01,2,92,0.15,1,1.0,1.2655948720677446
272,S01,2,93,-0.05,0,1.0,0.8026481591830468
273,S01,2,94,-0.5,1,0.0,0.6505842507112782
274,S01,2,95,-0.3,0,1.0,0.5262690518722184
275,S01,2,96,0.5,1,1.0,0.5214345841413055
276,S01,2,97,0.3,1,1.0,0.822241634221702
277,S01,2,98,0.0,1,,0.49574945507415324
278,S01,2,99,0.5,1,1.0,0.8491940545764852
279,S01,2,100,0.05,1,1.0,1.0662958009579928
280,S01,2,101,0.15,1,1.0,0.603875304268023
281,S01,2,102,-0.15,0,1.0,0.8425809931387138
282,S01,2,103,-0.3,0,1.0,1.0218243774196902
283,S01,2,104,0.3,1,1.0,0.6866798547405105
284,S01,2,105,0.05,0,0.0,0.7316936313108606
285,S01,2,106,0.0,0,,0.7726031000222302
286,S01,2,107,0.05,0,0.0,0.8587857605612811
287,S01,2,108,0.3,1,1.0,0.5976669740541642
288,S01,2,109,0.05,0,0.0,0.7149079653486325
289,S01,2,110,0.5,1,1.0,0.6936645365724977
290,S01,2,111,-0.5,1,0.0,0.5615741519178225
291,S01,2,112,0.3,1,1.0,0.5146617759208488
292,S01,2,113,0.0,0,,0.48542855943996455
293,S01,2,114,-0.05,1,0.0,0.8070362404658705
294,S01,2,115,0.05,1,1.0,1.1240403059006712
295,S01,2,116,-0.5,0,1.0,0.7179161829445913
296,S01,2,117,0.3,1,1.0,0.5196282169824114
297,S01,2,118,0.0,1,,0.6621810676086692
298,S01,2,119,-0.05,1,0.0,0.7302291402529519
299,S01,2,120,0.0,0,,1.3676059938741696
300,S01,2,121,0.15,1,1.0,1.3042680465112306
301,S01,2,122,0.05,1,1.0,1.3073339954208063
302,S01,2,123,0.15,0,0.0,0.7936770257027577
303,S01,2,124,0.05,1,1.0,1.9484525399836155
304,S01,2,125,-0.3,0,1.0,0.5845592440610725
305,S01,2,126,0.0,1,,0.7388062153132506
306,S01,2,127,-0.15,0,1.0,0.9867224550528916
307,S01,2,128,0.3,1,1.0,0.7703873642123626
308,S01,2,129,-0.5,0,1.0,0.706084286254442
309,S01,2,130,0.0,1,,0.47532464333257995
310,S01,2,131,0.0,1,,0.6210324492786238
311,S01,2,132,0.3,1,1.0,0.7010204466298658
312,S01,2,133,0.15,0,0.0,0.6300496920121956
313,S01,2,134,-0.05,0,1.0,0.5494417102775132
314,S01,2,135,-0.5,0,1.0,0.5455129707766255
315,S01,2,136,0.3,1,1.0,0.770449570602109
316,S01,2,137,0.5,1,1.0,0.7870489858349861
317,S01,2,138,-0.3,0,1.0,0.4195351244678237
318,S01,2,139,-0.5,0,1.0,0.6403673131561093
319,S01,2,140,-0.15,0,1.0,0.7432428090062931
320,S01,2,141,0.3,0,0.0,0.7590358107378761
321,S01,2,142,-0.05,1,0.0,0.5861656124762407
322,S01,2,143,0.15,0,0.0,0.563321063564244
323,S01,2,144,0.15,1,1.0,1.0841653254097219
324,S01,2,145,0.0,1,,0.4058050269318345
325,S01,2,146,-0.3,1,0.0,0.5643315426188595
326,S01,2,147,0.5,1,1.0,0.5731471699957564
327,S01,2,148,0.15,1,1.0,0.7011286865994721
328,S01,2,149,-0.05,1,0.0,0.6621068127337736
329,S01,2,150,-0.3,0,1.0,0.814828248893279
330,S01,2,151,0.5,1,1.0,0.7166624996801791
331,S01,2,152,0.05,0,0.0,0.7677221162524198
332,S01,2,153,0.5,1,1.0,0.5398402464409139
333,S01,2,154,-0.15,0,1.0,0.7182801060235385
334,S01,2,155,-0.05,0,1.0,0.8158978960387357
335,S01,2,156,-0.15,1,0.0,0.6198569844429194
336,S01,2,157,-0.3,0,1.0,0.8325182866128148
337,S01,2,158,-0.5,0,1.0,0.8472237108107183
338,S01,2,159,0.5,1,1.0,0.9606938966628641
339,S01,2,160,-0.3,0,1.0,1.043830336261693
340,S01,2,161,0.05,1,1.0,0.7319395315938941
341,S01,2,162,-0.05,1,0.0,0.8272400990075249
342,S01,2,163,-0.05,1,0.0,0.7637095458611344
343,S01,2,164,-0.5,0,1.0,0.6127578280179049
344,S01,2,165,-0.3,0,1.0,0.6677118981527653
345,S01,2,166,-0.5,0,1.0,0.6436634594825754
346,S01,2,167,0.0,1,,1.1330120328782043
347,S01,2,168,-0.15,1,0.0,0.8343675740213192
348,S01,2,169,-0.3,0,1.0,0.5162804575036093
349,S01,2,170,0.5,1,1.0,0.836120206740033
350,S01,2,171,-0.15,0,1.0,0.8117814419306946
351,S01,2,172,0.0,0,,0.9380126639292725
352,S01,2,173,0.3,1,1.0,0.7727169159025589
353,S01,2,174,0.15,1,1.0,0.840515984493259
354,S01,2,175,-0.15,1,0.0,0.851660884536658
355,S01,2,176,0.05,0,0.0,0.493805632348679
356,S01,2,177,0.15,1,1.0,0.8745317786316115
357,S01,2,178,-0.5,0,1.0,0.5264217875205313
358,S01,2,179,-0.5,0,1.0,0.5611357774096724
359,S01,2,180,-0.5,0,1.0,0.6422346797379848
360,S01,3,1,-0.5,0,1.0,0.39707292472982236
361,S01,3,2,0.3,1,1.0,0.7892618582969443
362,S01,3,3,-0.15,0,1.0,0.6007168967972359
363,S01,3,4,0.3,1,1.0,0.821203227687419
364,S01,3,5,0.3,1,1.0,0.5470248344137966
365,S01,3,6,-0.3,1,0.0,0.6451014714492407
366,S01,3,7,0.15,1,1.0,0.8152579166844469
367,S01,3,8,0.3,0,0.0,0.9307012961767123
368,S01,3,9,0.0,0,,0.9053578157713248
369,S01,3,10,0.5,1,1.0,0.6793222558612366
370,S01,3,11,-0.15,0,1.0,0.8637048881333245
371,S01,3,12,-0.05,1,0.0,0.596256632458807
372,S01,3,13,0.3,1,1.0,0.8316828933151412
373,S01,3,14,-0.3,0,1.0,0.6091842440496048
374,S01,3,15,0.0,0,,0.7126996314080912
375,S01,3,16,-0.3,0,1.0,0.6720323137793084
376,S01,3,17,0.05,1,1.0,0.6731736325371426
377,S01,3,18,0.15,1,1.0,0.5381907547408873
378,S01,3,19,0.0,0,,0.7629960593273695
379,S01,3,20,0.0,0,,0.7136197454680198
380,S01,3,21,0.05,1,1.0,0.6905687800788978
381,S01,3,22,0.05,0,0.0,0.7245814172112903
382,S01,3,23,0.5,1,1.0,0.32645900762874774
383,S01,3,24,0.0,1,,0.708196723863755
384,S01,3,25,0.5,1,1.0,0.8647745042372305
385,S01,3,26,-0.3,0,1.0,0.942894099454402
386,S01,3,27,-0.05,0,1.0,0.7526368250431978
387,S01,3,28,0.15,1,1.0,0.7105871586811283
388,S01,3,29,0.0,0,,0.398174945005027
389,S01,3,30,0.0,0,,0.6547769477251428
390,S01,3,31,0.15,0,0.0,0.8611406957796662
391,S01,3,32,0.15,1,1.0,0.637427029065334
392,S01,3,33,0.5,1,1.0,0.7837149506948247
393,S01,3,34,0.15,1,1.0,0.9294311963195276
394,S01,3,35,0.5,1,1.0,0.5018872086882555
395,S01,3,36,-0.15,0,1.0,0.7321609275646309
396,S01,3,37,-0.05,1,0.0,1.125053662397068
397,S01,3,38,-0.3,0,1.0,0.4419682368337032
398,S01,3,39,0.0,0,,0.6886061563090744
399,S01,3,40,-0.05,0,1.0,0.48838685712934266
400,S01,3,41,-0.15,0,1.0,0.5577958258288614
401,S01,3,42,-0.05,1,0.0,1.233544187963785
402,S01,3,43,-0.3,0,1.0,0.593707196999956
403,S01,3,44,0.05,0,0.0,0.4365410862797755
404,S01,3,45,0.05,1,1.0,0.5632707722407628
405,S01,3,46,-0.3,0,1.0,0.41994844218541183
406,S01,3,47,-0.15,0,1.0,0.7399956061616272
407,S01,3,48,-0.05,0,1.0,0.8371900968802674
408,S01,3,49,0.3,1,1.0,0.8350583387785343
409,S01,3,50,-0.5,0,1.0,0.7011984020376734
410,S01,3,51,0.0,0,,0.5185279712883725
411,S01,3,52,0.15,0,0.0,0.7862937966338783
412,S01,3,53,0.3,1,1.0,0.6318885119786211
413,S01,3,54,-0.5,0,1.0,0.7787528064895127
414,S01,3,55,-0.3,1,0.0,0.8109640232613385
415,S01,3,56,-0.3,0,1.0,1.1381111405789697
416,S01,3,57,-0.5,0,1.0,0.4531219918603085
417,S01,3,58,-0.5,0,1.0,0.43671113744699097
418,S01,3,59,-0.15,0,1.0,0.6194886039138087
419,S01,3,60,0.05,1,1.0,0.7237803304345138
420,S01,3,61,0.05,0,0.0,0.6166980524126913
421,S01,3,62,0.3,1,1.0,0.5138476849451871
422,S01,3,63,0.3,1,1.0,0.7144354745146356
423,S01,3,64,0.0,1,,0.6647697774802859
424,S01,3,65,0.3,0,0.0,0.5382883967576119
425,S01,3,66,-0.15,0,1.0,0.4825989919307482
426,S01,3,67,-0.3,0,1.0,0.3501109579464478
427,S01,3,68,-0.3,0,1.0,0.9525829358794946
428,S01,3,69,0.3,1,1.0,0.943453838895645
429,S01,3,70,0.3,1,1.0,0.8183630429836853
430,S01,3,71,-0.3,0,1.0,0.7611997842187997
431,S01,3,72,0.05,1,1.0,0.6337773890268431
432,S01,3,73,0.3,1,1.0,0.7702554069407017
433,S01,3,74,0.05,1,1.0,0.5439100327259182
434,S01,3,75,0.15,1,1.0,0.727235394231534
435,S01,3,76,0.5,1,1.0,0.47044705596924347
436,S01,3,77,0.0,0,,0.8943818798439473
437,S01,3,78,0.3,1,1.0,1.0150732114755743
438,S01,3,79,-0.05,1,0.0,0.5627285777744973
439,S01,3,80,-0.15,0,1.0,0.6117692938458068
440,S01,3,81,0.5,1,1.0,0.5986199444472448
441,S01,3,82,0.15,0,0.0,0.4278931612355914
442,S01,3,83,0.5,1,1.0,0.37954127489460804
443,S01,3,84,0.0,0,,1.1657085942525993
444,S01,3,85,0.0,0,,0.8295922212926168
445,S01,3,86,0.5,1,1.0,0.49255933653027245
446,S01,3,87,-0.3,0,1.0,0.6502772896976459
447,S01,3,88,0.15,1,1.0,0.6201761606978027
448,S01,3,89,-0.5,0,1.0,0.6035726495674918
449,S01,3,90,-0.5,0,1.0,0.5182130825788077
450,S01,3,91,-0.5,0,1.0,0.5686419486688203
451,S01,3,92,-0.15,1,0.0,0.8544102728148442
452,S01,3,93,0.05,0,0.0,0.8795006715796718
453,S01,3,94,-0.5,0,1.0,0.8813080307051191
454,S01,3,95,-0.15,0,1.0,0.7879883543759443
455,S01,3,96,-0.05,0,1.0,0.7497190240283578
456,S01,3,97,-0.05,0,1.0,1.1723654040623577
457,S01,3,98,0.05,1,1.0,0.7007217374179617
458,S01,3,99,0.5,1,1.0,0.3198391916255676
459,S01,3,100,0.05,1,1.0,0.9307529075791672
460,S01,3,101,0.0,0,,0.8177097432934359
461,S01,3,102,0.15,1,1.0,0.7052294584514935
462,S01,3,103,-0.3,0,1.0,0.8279605251555046
463,S01,3,104,0.5,1,1.0,0.5193902686126406
464,S01,3,105,0.5,1,1.0,0.3235699272746579
465,S01,3,106,-0.15,0,1.0,0.8994324310731622
466,S01,3,107,0.15,0,0.0,0.5898285680378001
467,S01,3,108,0.3,1,1.0,0.5016442736251399
468,S01,3,109,0.05,0,0.0,0.4155181974304186
469,S01,3,110,0.05,0,0.0,0.9198755901285253
470,S01,3,111,-0.05,0,1.0,0.37187606137023993
471,S01,3,112,0.3,1,1.0,0.9283437888656201
472,S01,3,113,0.0,0,,0.6916471433361743
473,S01,3,114,0.05,1,1.0,0.9330312530310714
474,S01,3,115,-0.15,1,0.0,0.7948359869780063
475,S01,3,116,-0.5,0,1.0,0.9821400282835508
476,S01,3,117,0.5,1,1.0,0.6525469440754309
477,S01,3,118,-0.15,0,1.0,0.9906333237941991
478,S01,3,119,0.15,1,1.0,0.6066897231857604
479,S01,3,120,0.5,1,1.0,0.37916938879190965
480,S01,3,121,-0.5,0,1.0,0.7700698418816498
481,S01,3,122,-0.15,0,1.0,0.45492717168385094
482,S01,3,123,0.0,0,,0.9383758534071022
483,S01,3,124,-0.3,0,1.0,0.4865088540292895
484,S01,3,125,-0.5,1,0.0,0.6334730007241708
485,S01,3,126,0.3,1,1.0,1.1063793664486075
486,S01,3,127,0.5,1,1.0,0.7061299607811542
487,S01,3,128,0.15,0,0.0,0.6685848975830697
488,S01,3,129,-0.05,0,1.0,0.839613783624047
489,S01,3,130,-0.05,0,1.0,0.6427004184454996
490,S01,3,131,-0.5,1,0.0,1.12141560164596
491,S01,3,132,0.5,1,1.0,0.47844954022888025
492,S01,3,133,-0.5,0,1.0,0.5696544879918144
493,S01,3,134,-0.15,0,1.0,0.8308631216056716
494,S01,3,135,-0.3,0,1.0,0.7255465274771609
495,S01,3,136,-0.05,1,0.0,0.8486855651241929
496,S01,3,137,0.3,1,1.0,0.5703214254845045
